Name,PublicKey,Balance,UTXO_Count
Andrius150,0x798abc977501a331d71d8a04b399cddb247e65f5,72831.04,2
Vytautas151,0x263334acbeebe374fa33c5e0295a044cb6fb4670,1140078.72,9
Laura152,0xccdae72f6ed421e653b8a68c1fc3d6766ce53af6,197463.70,3
Andrius153,0xdfe7ca1848d9779b520f5a6e8c6b6a71dab8ae87,123985.35,2
Mantas154,0x02f86eb25edf8c678177b476c32eb69f2dea1c97,1156663.12,10
Ona155,0xa52545dff179a77f304338ec5b94925ed583e91d,28862.41,1
Patricija156,0x0b633288ed615c9e42349ad922b43564caa52f36,554232.56,5
Matas157,0xb0ad9cb649ce1a1e4aef4e8796cdcfcd7d665eeb,483577.40,6
Margarita158,0x30ac0134ac565ef4e5035142a9eb17114c166e8b,458835.85,4
Rokas159,0x6f07f3096431132ed03db1dbe2ea68c3ae6a00af,531897.26,6
Egle160,0xe6cd85c6d58bd313a5c3229d6fda8457c722aa14,360753.58,8
Ona161,0x1a7735c0a5f4101f1d61d44a5873987b48200b2b,39965.80,2
Vytautas162,0x61086c8f48cd04bb4dafcf30184761044d1f3b70,186404.45,3
Paulius163,0x09b1736c15d47b847f3f46284328d3bf1ca07464,86625.62,2
Rasa164,0x376be35428b83061f9c5f59f915dfd98a3dc72b5,443165.39,9
Rasa165,0xc6f78b51822d6ef530c02df8406019dac28fdf76,309644.82,6
Margarita166,0xd763109c30f86a779fe4991dad3dc6c0aabaedb0,344826.41,3
Andrius167,0x9b2c44207711492a4e82e72b536ace6677f5f8c9,1410046.76,12
Patricija168,0x440b5a7d3d4e9d7eb04dcb18e57c10e5fdc6fed6,343679.98,3
Rasa169,0xe2e092b6cdb729633386f79bbcbfa41d14af8600,303811.90,3
Rokas170,0xa78d04bbfbf3b88583c3f97ae798b85f33f4487e,1137153.06,8
Matas171,0x7fb9045e35d8dce18b2abab4c10714005a81de5e,1777730.74,12
Vanesa172,0xd6818da77dc760c8f9e9c70d4418f9ffc3d1844b,978787.69,4
Vytautas173,0x1e9a5970ff1afb77b3f7dfc4fa6ee34d153835e7,755520.61,9
Gabija174,0x07396e0a61bc9747208a847012b4cacc5a869efc,87599.50,2
Matas175,0x520129e29b768ef779c1b9ad0c413ce9e928347c,767357.07,11
Vakare176,0x19f1db834d8248d4beab53f46517cd50539c68e2,267262.81,4
Matas177,0x2706e795909c9659c1f400ea6cea78a3b91d984f,761882.98,6
Ona178,0x05db2097f99ec4ba2f90ec7a6ecd88f3b9f22a8c,671242.03,8
Matas179,0x44d528b83384afa0c23f044527429d30e0b63de3,423406.45,3
Vanesa180,0xe2a7481e55317e5398ecc4fb44dc1917a306c5d5,210728.56,5
Vakare181,0x9af499937bc0faacac0971904794bdd29ade34b4,324983.01,9
Gabija182,0x57fe3ae7a905677f7d27db2a5362cce2373c9b68,958459.50,8
Vytautas183,0x53a1e96fb4e8929a45894e7980be6cdea66d28e7,1462535.48,9
Rasa184,0xd15de540a9399370e912b104f545858732bca1c9,258937.82,2
Vanesa185,0xe7a225339e7f188e47a8215e3209511cce93cbdd,130149.61,2
Matas186,0x40208aa08fde7c03e1e25066a55ffe90c439c91d,1503153.17,14
Egle187,0xae6e33d29c7e328dbd7c837e9fe5aefaa4fe155a,1485683.76,10
Mantas188,0x5d146ae94580adba68fff084226d1336dfbac5c3,621099.78,5
Marija189,0x084bba72b71b7552abdeee1e24cf06dd1e2e78e9,900585.80,7
Lukas190,0x79765a2378c7509d7afca227210abed8d3ac61e9,65783.19,2
Rokas191,0xc1e0aad267a9587f50cc006270eff94c532f23c8,22382.00,2
Indre192,0xf89f6b866bfae28393e970d829c3bf4bcb860280,525269.47,5
Ona193,0x865b3a3f0827f0b3de4e1b59ecd55f69d0b4695a,103584.88,3
Vakare194,0xc7a194fa0c2adb29565c08989defe6c5465bb465,438761.81,6
Matas195,0xc6985ea566da93e6792c23c438f79aeeb4f75216,10419.94,1
Tomas196,0x80d8755e7e1f2e1078af7c2455eb861b08b9384b,855061.37,10
Vanesa197,0xb1cc991b53b1f1b832527b2de917ad26d48d521b,677325.19,8
Rasa198,0x7278350dab181e99a08528d27117fdbbb82125d7,238895.46,2
Indre199,0x3895aae7a56f1e1b21f1775b5cd3c850f1974643,607152.69,3
Marija200,0x23f5259886e7846f50c9f6f7a44244e62b3bdfd3,14026.55,1
Gabija201,0x0d44810a2b04b24ba587c67d2426c8c895ae1493,184981.90,5
Vytautas202,0x93e8690b82ef8b63599c53c58ee39a444221d048,744324.79,4
Andrius203,0x1f2db25328f0c8c1b1bd14f2df6a2fc2a1173f68,541009.31,5
Vytautas204,0x6553f32eb45a3fbd182d302a57d7a8355685d9b4,381464.65,5
Vanesa205,0x29e527e50e955422b03d9458f20ec0dc8a938c49,317423.10,5
Ona206,0xba21295b729ddced4d7ccca7f44ed337d7ad3788,842836.71,11
Paulius207,0x31a91f45db00f5f4acc902cf8c6a8692a953d628,27205.76,1
Patricija208,0x0efc4e6153e93fe008b5003759d798e608ef66c5,14679.20,1
Vanesa209,0x03bd8696c09198ac545b27924d7b2f907d3f5f14,527892.25,6
Mantas210,0x4e86c63d3d78f726d5961567ffd3bab01f01b3e8,700678.06,8
Laura211,0xc1a4a9eeb41e6c2d6587335fb07f3461466c483d,176723.23,2
Vakare212,0x4c624ed81877111d34dbd9a9a13fc1866bd6085e,324677.54,5
Jokubas213,0x598ea8d5b45df842fc474ff7d70dcb3a007f4044,810938.72,8
Ona214,0x529dfc04c08b108a8a955055310fc317a315fc93,639189.17,4
Gabija215,0x9efbd80ef0c1cf1da2446e5fbe480255ef8f5a65,77121.19,1
Ona216,0xe269b6187b444281e6b5a0aa88452b5aa9606dc7,615474.66,7
Indre217,0xbe98640795f35bd0dd90c0230e9fa61620154709,565406.04,4
Vakare218,0x54ccbc70e913366781ae72343fefa69ef26075c9,587489.13,7
Andrius219,0x6b132b014d2dc030e2cd1bdf3bbcc4b73a181f53,190807.11,2
Margarita220,0xe70cacb439aba953bdf6c4688c86d83f6350146d,174493.44,3
Margarita221,0x9c17065ab4acc44e20265a309bf6ad2c7c3f8fc3,66058.60,1
Gabija222,0x8af9088429c097d7ca3d9ffd53ab466e6b2e44a2,314528.30,3
Vytautas223,0x36959e74c13aea95f333c8409bb2c9981fc7121d,201459.43,3
Vakare224,0x8afc04a1db5f710e3e6b6c2dea0d8c764df3254c,760903.80,7
Mantas225,0xcf8950e1b7e20b79c6d6eff3e3c7e36d3d7fec76,93710.25,3
Vakare226,0x9d0bf5a46abdc92d915604d400307eea41d0d379,898154.77,8
Gabija227,0xa5f337204ca6bda1a31a083cf21df8a8fcb60377,417259.02,4
Vakare228,0x13d442a200a1d69692e59ef4761b1ab823cfd415,884596.79,8
Lukas229,0xc1e0420ed59b01d7f1a6f4d33612462b785ca2ad,378529.49,5
Vytautas230,0xcb9474d8d2292858bf904cb2faa648a5a0ab4a6c,650023.05,6
Lukas231,0xa3cc2f6281e9271bf8abe826259fcdd68989f282,147802.42,3
Egle232,0x88ee8415a3ef67315dcd31cc1226614eddf71988,478824.17,4
Patricija233,0x8cf90e95874f5a84caedc55354f94a2774ffafe7,570286.46,11
Paulius234,0xa7bf8e671f2b37c3a6eabe71097c827ee0cf3985,1406121.45,11
Vytautas235,0x305f295bc2ab2e66b96ef536da6ebe47b11a2e0e,687036.37,10
Vakare236,0xfd55be0ab6e66ff1cc7c20d4c6bf6bc6e412c1ff,331648.01,5
Marija237,0x3305c2839af9ff714197c24a692ce38fe30c5e77,607957.16,7
Tomas238,0xc13932a7acb3a8f74229f1c909763d9853c03ca8,6412.72,1
Andrius239,0x6107db4e0cdd64821d44eaab6b47f4e9b4a52c4e,862559.54,7
Vakare240,0x32d91b3f937bf1b55f5bfccac8fd6a3f8daf1e87,135892.46,2
Rasa241,0x6fd0b52ffa85bce0cca461455e7d93eab754de95,165545.67,1
Margarita242,0x10be5cc1a3b39c357ab6067512ce27155aac1055,1215339.10,12
Jokubas243,0x4e97195d0d52bbed3df0cd819312dcbb359c5d14,158127.47,5
Matas244,0x882e6d8a8e7b405087610d6336379e3e286d4470,299035.11,2
Indre245,0x295d169c2f4b748b75d68a40cf80bc7e9464619b,695739.33,7
Andrius246,0x66b2893f84011a9e85af757ef5d57011ae0a1649,947240.19,11
Marija247,0x2ef205bc41cc4c67dbb2bc59aed2162a34ff5afc,1295467.63,9
Vytautas248,0x9aabc5fe65996d008eb4905b65533f57654b9ae3,251986.57,2
Matas249,0x32d49428600e8b0fdd9d87c5e26b9998f8f86b7a,120039.21,4
Marija250,0x3163a50de2f3600d09e965b28ba1a9a4ed996466,433539.07,6
Patricija251,0x6519a848994b59e96ea6a66b5b8b8185eeb3fc3f,174996.35,5
Tomas252,0x875d920cff96df2d49665a6910b2695e23d352a5,139168.31,2
Andrius253,0x0eabdc49c5f44ff18969cf5d1a3afb2462478999,460415.95,5
Rokas254,0x86e1d6cd1356329ed0ec9402e72558aabf5d6686,26753.66,1
Rokas255,0x8cbf7ccac31c596a6df94cd82a629e3b03d81f2b,883395.45,6
Rokas256,0xddb8ac7fd98056cccc39f87cb9643829193f0bf8,30515.19,1
Jokubas257,0xf3891996329f8bf91d89857c619478aae7930bbe,95955.06,2
Paulius258,0xa104f1b5267ae77cb109883fc27c74a761abda09,13144.86,1
Paulius259,0xb05b1889497355e7dbbe5e936c3cea019074f69a,420265.63,5
Rasa260,0x466b6b23d83678f1f891118f03767499dd192852,200833.96,5
Margarita261,0xd870c398a9dffb7e411b01aae74148d1d43e2de5,369785.65,5
Mantas262,0xaf8bd5883bd11779ff3c6b7ae5affece9b588194,1105414.80,8
Jokubas263,0x5ed276b341e1f485a4acb1f1a15a4ce52f9716d3,141719.36,3
Margarita264,0x4b816aebe795131aa6cdfe97dace9d6b38a23772,665806.73,6
Margarita265,0x5aafc6f6a0f9592b6ad57012c27d6f181c5f2706,437126.54,7
Andrius266,0x7385092b40ac70598dd8a0156e34e22f14d98088,839570.73,7
Ona267,0x8d6ae0fea95d877f7bbba0a504e42a02a70c42a4,174924.33,2
Indre268,0xa8354eda412efa2cc694a5e3325ecceb42bc778c,279848.35,5
Jokubas269,0xbe12a6a77d43a9ce15ee5d9e649d729edd4a5bb9,275912.72,2
Ona270,0x04158555a3b5b9c6e630b4dad78f47f8ea3e299b,782283.23,10
Patricija271,0x0cdc1b11718c2928291c7b78d5f530a0570a70a3,30955.11,2
Laura272,0x6fb8a2e9241427645cb0ee6eac1c521847bf8cbf,222829.69,2
Vytautas273,0x290892c0e88c63c54b5da0ea85d1051d3c665877,1768755.03,14
Vytautas274,0x465fb5536e9af6dc4150b40727c863d8460a537b,923211.42,12
Tomas275,0x64caf5fcdffeac35c649a32176840b5a64290905,86920.36,2
Vytautas276,0x0ee7e4d88212b7d0d25a931ad3f7bbfe8da1c416,660767.45,6
Patricija277,0xc1921e104b6fe7a8abc4f0382e6e0c30464a9e9f,194353.12,2
Jokubas278,0xe8cec3954a2d1d9c3e38605bea0f70d24006a769,36190.52,1
Laura279,0x60a6998b08d9cc6babfe4ba629424abd5da5fd12,132544.16,2
Rasa280,0x8af28ff61eb4aee3258509677134233404d19135,219400.31,2
Patricija281,0x35bf15b86971deb2d3c7bd357fd03aba73e86a1a,1135285.59,7
Gabija282,0x6111a892371dddaf53f322531a14dd6d2dd0a2d7,71481.03,3
Rokas283,0xcc539500270f7ac2f1b25327650f9318e6aa1f12,772336.71,9
Vanesa284,0x797465d83abbbb5106c51b26c54c26d0ff4fd190,362158.34,5
Lukas285,0xe8a971c04b810db5e9d6d4c159b616bb2b2898f9,462127.05,7
Tomas286,0xb826f10d49a3549d71a68a2c3621f1493ae00e9c,340086.66,5
Indre287,0x490151221a6fcf987899de076fc366455d46e604,53201.95,2
Matas288,0x29ff46a1ce0891d0e59f0aa7395a9da41e2d8551,259251.94,4
Indre289,0x61a7cad5fda15114f28b7439168e140176b0594c,974902.52,6
Lukas290,0xa40b7d4b09f59d66efec2d0c411ae493c51c6fdb,1019358.82,10
Marija291,0x4705f6e00bf26908dc4c0910b237cb1a800f4fcf,166059.46,1
Tomas292,0x4a6ce23c8e975ba7dfcb69f5d70c06868db2182f,116903.67,2
Marija293,0xef67abc0476ccdfad2e0a5979a834a5d337d9141,229021.25,7
Rokas294,0x9ec24873d3dae977349a7a44d9a01a45b62840c4,874030.10,4
Indre295,0x0a978c1e8496b8f78550e831a2ac9e2e156981f8,495180.48,5
Paulius296,0x1c7be23fa63daaf850874449f89001042f6bf831,350072.50,4
Laura297,0xf917e1e85b9b49bb357b399efc19805b6b006c2a,396420.93,2
Vanesa298,0x1cdcec507b86be91ce84644f131f57368f0cf707,394064.40,4
Indre299,0x937a4dbe8f25f6a21a9c3990c7933c6a1a2f940d,399819.31,4
Margarita300,0x4e3d3df0285a52a6c5bb0bd87001967321ccf341,1078718.07,10
Ona301,0x2ed8a36aa662315fff90ab5978a8c24dec08ecce,379343.93,3
Vanesa302,0x3e4446e2723c009f4b1f3bff28e458f08b805216,190830.63,3
Paulius303,0x50e60842cdd3fb208cb471a4dd08211c798bc0fe,158776.13,3
Laura304,0x833bd033e758a79ed3ca01df250e6fa692fa7011,1202449.96,9
Egle305,0x5989a9e3eebf7d83baee1f499008b4ed8880acf0,57070.55,1
Vakare306,0xea3bdaa546cc22bac50ac5f75be36056a183fc43,1670989.14,11
Rokas307,0x0f3ed986a54f32f6145a39eea1ed229a4d6d4f58,145235.80,3
Patricija308,0x5254e17194d8b58b437eb6463205770b7a00c74e,814081.64,7
Vytautas309,0x9ce1d75dc20846b0f6d19248e3b3cccc6030508a,3788.71,1
Margarita310,0x3f91e0ee31f8c26ef8d88122c61e5ec2c0435f58,171628.11,1
Lukas311,0x4e92c2c84e64616d62cf4acc07cbc925ad21d694,1175345.91,11
Rasa312,0xf27e891a36dc8394cbf975321d6f5c7588550c23,305765.56,3
Margarita313,0xfa305366ae67daa54ef31f5a8bd426349a95494d,270579.00,3
Tomas314,0x3759bf430e58f06898a51fe7d343c6ab3e92d06b,856778.58,8
Matas315,0xd107927b346b538d710d67d5238e2e8ef5ee62d7,688370.11,13
Tomas316,0x029c321f5b67e1290a508609cb6428003c738ce6,55872.32,3
Paulius317,0xc5559a92b9a097282a5702c96503ec3520e18d06,1113043.14,8
Egle318,0x0878c30f26293e25dc96f2eb6b28314672c20581,1091672.78,11
Indre319,0x8dcc714e331cb647d47b3ecc4d27a2ed51be984f,229630.49,1
Vytautas320,0x0c5db162e0fcb6795b97e4ad705afa786e7f2700,674543.61,3
Patricija321,0x3ba6f5973f49e269ec9945a03d94e44adbffc095,610080.84,4
Mantas322,0xdc4f15de57cd11941450c9e4b5ded5a5c2412aa9,446481.14,5
Rasa323,0xd5ad7cd854008f229004f95275148c42094ad4ff,907329.09,8
Patricija324,0x7750ff10f0a641b1ab4499097955c9bb4070da9d,665339.53,4
Patricija325,0xa07d9cc2e90eb8adde128fc787e5ac308deabc06,1913353.34,13
Laura326,0x6e3c2ef0b791f7f7cb2de45cb089a9ff0195b63b,442736.03,5
Vakare327,0x9587dc302730007d71de0aaa90e3faadaadd5fe4,1150825.16,11
